kanji,onyomi,onyomi_all,kunyomi_all,onyomi_in_use,kunyomi_in_use,observed_readings,meaning,components,radical,non_radical_part,radical_cd,radical_strokes,non_radical_strokes,total_strokes,pinyin,pinyin_tone,pinyin_initial,pinyin_final,pinyin_tone_num,nasal_coda,is_entering_tone,entering_coda,word_count,sample_words,mc_initial,mc_initial_cat,mc_voicing,mc_rhyme,mc_rhyme_cat,mc_grade,mc_openness,mc_tone,mc_is_entering,mc_entering_coda,mc_readings_json,mc_reading_count,mc_reading_source,mc_reading_types,mc_goon_primary,mc_kanon_primary,mc_divergent
且,シャ,シャ|ショ|ソ,か・つ,,か・つ,かつ,◆～と同時に、その上に、更に◆ひとまず、取り敢えず、間に合わせに◆将(まさ)に～せんとす、今にも～しようとする,目且,一,,11,1,4,5,qie,qie3,q,ie3,3,none,0,none,1,"[{""word"": ""且つ"", ""kana"": ""かつ""}]",精,齒,全清,魚,遇,,,平,0,,"[{""initial"": ""精"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""魚"", ""rhyme_category"": ""遇"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""清"", ""initial_category"": ""齒"", ""voicing"": ""次清"", ""openness"": ""開"", ""grade"": ""三"", ""rhyme"": ""麻"", ""rhyme_category"": ""假"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
世,セイ,セイ|セ,よ,セイ|セ,よ,おせじ|しゅっせ|せいき|せかい|せけん|せそう|せたい|せだい|せろん|せわ|ちゅうせい|みせもの|よ|よのなか|よろん,◆地位や家督を継(つ)いでから次の代(ダイ)に引き継ぐまでの期間、同「代」◆家督(カトク)を継(つ)ぐ、「【前漢書(漢書):卷四十八:賈誼傳】…賈嘉最好學世其家(師古曰言繼其家業)」◆同様の状態が続く期間、時代、特に三十年間を一区切りとした時代、「世代(セイダイ、セダイ)」◆人などが存在・生活する空間や時間、「世界(セカイ)」「世間(セケン)」,十２廿Ｌ世,一,,11,1,4,5,shi,shi4,sh,i4,4,none,1,-k,15,"[{""word"": ""世界"", ""kana"": ""せかい""}, {""word"": ""世話"", ""kana"": ""せわ""}, {""word"": ""世の中"", ""kana"": ""よのなか""}, {""word"": ""御世辞"", ""kana"": ""おせじ""}, {""word"": ""出世"", ""kana"": ""しゅっせ""}, {""word"": ""世紀"", ""kana"": ""せいき""}, {""word"": ""世間"", ""kana"": ""せけん""}, {""word"": ""世帯"", ""kana"": ""せたい""}, {""word"": ""世代"", ""kana"": ""せだい""}, {""word"": ""世論"", ""kana"": ""せろん""}]",,,,,,,,,0,,,0,,,,,0
丘,キュウ,キュウ|ク,おか,キュウ,おか,おか|きゅうりょう,◆地面から高く盛り上がった所、「山」「阜」よりも小さく低いもの◆高く土を盛り上げた墳墓◆大きいさま◆土地の広さを表す単位、「【周禮:卷第三:地官司徒第二】乃經土地而井牧其田野九夫爲井四井爲邑四邑爲丘四丘爲甸四甸爲縣四縣爲都」,丘,一,,11,1,4,5,qiu,qiu1,q,iu1,1,none,0,none,2,"[{""word"": ""丘/岡"", ""kana"": ""おか""}, {""word"": ""丘陵"", ""kana"": ""きゅうりょう""}]",溪,牙,次清,尤,流,,,平,0,,"[{""initial"": ""溪"", ""initial_category"": ""牙"", ""voicing"": ""次清"", ""openness"": null, ""grade"": null, ""rhyme"": ""尤"", ""rhyme_category"": ""流"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
両,リョウ,リョウ,ふた|ふた・つ|もろ,リョウ,,りょうあし|りょうがえ|りょうがわ|りょうきょく|りょうしゃ|りょうしん|りょうて|りょうほう|りょうりつ|りょう～,◆(対になる)二つ、またその双方、双方共に◆重量の単位、1斤=16両 ◆車の台数を表す語、同「輛」◆[日]貨幣の単位、金1両=銀60匁(江戸時代元禄期),Ｔ冂山両,一,,11,1,5,6,liang,liang3,l,iang3,3,-ng,0,none,10,"[{""word"": ""両親"", ""kana"": ""りょうしん""}, {""word"": ""両側"", ""kana"": ""りょうがわ""}, {""word"": ""両方"", ""kana"": ""りょうほう""}, {""word"": ""両～"", ""kana"": ""りょう～""}, {""word"": ""両足"", ""kana"": ""りょうあし""}, {""word"": ""両者"", ""kana"": ""りょうしゃ""}, {""word"": ""両手"", ""kana"": ""りょうて""}, {""word"": ""両替"", ""kana"": ""りょうがえ""}, {""word"": ""両極"", ""kana"": ""りょうきょく""}, {""word"": ""両立"", ""kana"": ""りょうりつ""}]",,,,,,,,,0,,,0,,,,,0
並,ヘイ,ヘイ,なら・ぶ|な・み,ヘイ,なら・ぶ|な・み,さくらなみき|つきなみ|なみき|なみたいてい|ならびに|ならぶ|ならべる|のきなみ|ひとなみ|へいこう|へいれつ|～なみ,◆二つの同じものが隣り合って同じ方向を向く、また同じ方向を向いて立つ◆～と同様に、～と同時に◆皆と同じ、程度が普通,ソ丷一䒑二Ｉ｜丨２业亚並,一,,11,1,7,8,bing,bing4,b,ing4,4,-ng,0,none,12,"[{""word"": ""並ぶ"", ""kana"": ""ならぶ""}, {""word"": ""並べる"", ""kana"": ""ならべる""}, {""word"": ""桜並木"", ""kana"": ""さくらなみき""}, {""word"": ""～並み"", ""kana"": ""～なみ""}, {""word"": ""並木"", ""kana"": ""なみき""}, {""word"": ""月並み"", ""kana"": ""つきなみ""}, {""word"": ""並大抵"", ""kana"": ""なみたいてい""}, {""word"": ""並びに"", ""kana"": ""ならびに""}, {""word"": ""軒並み"", ""kana"": ""のきなみ""}, {""word"": ""人並み"", ""kana"": ""ひとなみ""}]",並,脣,全濁,青,梗,,,上,0,,"[{""initial"": ""並"", ""initial_category"": ""脣"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""青"", ""rhyme_category"": ""梗"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""並"", ""rhyme"": ""青"", ""tone"": ""上"", ""grade"": null, ""openness"": null}","{""initial"": ""並"", ""rhyme"": ""青"", ""tone"": ""上"", ""grade"": null, ""openness"": null}",1
中,チュウ,チュウ,なか,チュウ,なか,かいちゅうでんとう|くうちゅう|さいちゅう|さなか|しゅうちゅう|しんじゅう|せなか|ちゅうおう|ちゅうかがい|ちゅうかりょうり|ちゅうかん|ちゅうがく|ちゅうがくせい|ちゅうがっこう|ちゅうき|ちゅうけい|ちゅうこ|ちゅうごくご|ちゅうし|ちゅうしょう|ちゅうしん|ちゅうすう|ちゅうせい|ちゅうたい|ちゅうだん|ちゅうと|ちゅうとはんぱ|ちゅうどく|ちゅうねん|ちゅうふく|ちゅうりつ|とちゅう|なか|なかほど|なかみ|にっちゅう|ねっちゅう|ねんじゅう|はなしちゅう|まんなか|むちゅう|よなか|よのなか|れんちゅう|～じゅう|～ちゅう,◆ものとものの間にあってどちらにも偏(かたよ)らない位置◆上下・高低・大小などの間(あいだ)に位置する人や物や場所、同「仲」◆始点(出発地)から終点(目的地)までの範囲の間、半(なか)ば、「途中(トチュウ)」◆閉じられた範囲・領域の内側、同「内」◆ある範囲に含まれるもの、またその全て◆(物の真ん中に)当てる、当たる¶「中(𠁧𠁦𠁩)」はたなびく旗(口)とその真ん中に立つ旗竿(丨)を象ったもので「物の真ん中」、また旗のたなびく方向で風向きを「当てる」の意味を持つ,口Ｉ｜丨中,丨,口,12,1,3,4,zhong,zhong1,zh,ong1,1,-ng,0,none,48,"[{""word"": ""～中"", ""kana"": ""～じゅう""}, {""word"": ""～中"", ""kana"": ""～ちゅう""}, {""word"": ""中華街"", ""kana"": ""ちゅうかがい""}, {""word"": ""中学生"", ""kana"": ""ちゅうがくせい""}, {""word"": ""中学校"", ""kana"": ""ちゅうがっこう""}, {""word"": ""中華料理"", ""kana"": ""ちゅうかりょうり""}, {""word"": ""中"", ""kana"": ""なか""}, {""word"": ""背中"", ""kana"": ""せなか""}, {""word"": ""中学"", ""kana"": ""ちゅうがく""}, {""word"": ""中国語"", ""kana"": ""ちゅうごくご""}]",知,舌,全清,東,通,三,,平,0,,"[{""initial"": ""知"", ""initial_category"": ""舌"", ""voicing"": ""全清"", ""openness"": null, ""grade"": ""三"", ""rhyme"": ""東"", ""rhyme_category"": ""通"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}, {""initial"": ""知"", ""initial_category"": ""舌"", ""voicing"": ""全清"", ""openness"": null, ""grade"": ""三"", ""rhyme"": ""東"", ""rhyme_category"": ""通"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""通用"", ""通用""]",,,0
丸,カン,カン|ガン,まる|まる・い|まる・める|たま,,まる|まる・い|まる・める,まるい|まるきり|まるごと|まるで|まるまる|まるめる|まんまるい,◆球状または円形、またそのような形のもの、またそのような形にする◆角(かど)が尖(とが)っていない、またそのような形のもの、またそのような形にする◆球状のものを数える語◆全体、全て、すっかり,ノ丿⺄九、丶丸,丶,九,13,1,2,3,wan,wan2,w,an2,2,-n,0,none,7,"[{""word"": ""丸い/円い"", ""kana"": ""まるい""}, {""word"": ""丸で"", ""kana"": ""まるで""}, {""word"": ""丸ごと"", ""kana"": ""まるごと""}, {""word"": ""丸きり"", ""kana"": ""まるきり""}, {""word"": ""丸々"", ""kana"": ""まるまる""}, {""word"": ""丸める"", ""kana"": ""まるめる""}, {""word"": ""真ん丸い"", ""kana"": ""まんまるい""}]",匣,喉,全濁,寒,山,,合,平,0,,"[{""initial"": ""匣"", ""initial_category"": ""喉"", ""voicing"": ""全濁"", ""openness"": ""合"", ""grade"": null, ""rhyme"": ""寒"", ""rhyme_category"": ""山"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""匣"", ""rhyme"": ""寒"", ""tone"": ""平"", ""grade"": null, ""openness"": ""合""}","{""initial"": ""匣"", ""rhyme"": ""寒"", ""tone"": ""平"", ""grade"": null, ""openness"": ""合""}",1
丹,タン,タン,に,タン,,たんねん,◆「丹砂(タンサ、タンシャ)」、水銀と硫黄を含む赤い鉱物、水銀の原材料であると同時に、朱色の顔料や漢方薬にも用いられる、同「辰砂(シンシャ)」「朱砂(シュシャ)」◆朱色、赤い◆幾つかの原料を練った薬、丸い粒状にした薬◆真心(まごころ)、誠(まこと),冂⺆、丶一丹,丶,,13,1,3,4,dan,dan1,d,an1,1,-n,0,none,1,"[{""word"": ""丹念"", ""kana"": ""たんねん""}]",端,舌,全清,寒,山,,開,平,0,,"[{""initial"": ""端"", ""initial_category"": ""舌"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""寒"", ""rhyme_category"": ""山"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
主,シュ,シュ|ス,おも・な|おも・に|ぬし|あるじ,シュ,おも・な|おも・に|ぬし,おも|ごしゅじん|しゅえん|しゅかん|しゅかんてき|しゅぎ|しゅご|しゅさい|しゅしょう|しゅじん|しゅたい|しゅだい|しゅちょう|しゅとして|しゅどう|しゅにん|しゅふ|しゅやく|しゅよう|じしゅ|せんぎょうしゅふ|ぬし|みっかぼうず|みんしゅ～|やぬし|～ぬし,◆蝋燭やランプなどの灯心、同「炷」◆多くの中で特に重要な、またそのような人◆中心となるもの、中心にあるもの、またそのような人◆司(つかさど)る、中心となって統治・統括する、またそのような人,、丶王主,丶,王,13,1,4,5,zhu,zhu3,zh,u3,3,none,0,none,26,"[{""word"": ""主人"", ""kana"": ""しゅじん""}, {""word"": ""主"", ""kana"": ""おも""}, {""word"": ""御主人"", ""kana"": ""ごしゅじん""}, {""word"": ""主婦"", ""kana"": ""しゅふ""}, {""word"": ""主張"", ""kana"": ""しゅちょう""}, {""word"": ""主任"", ""kana"": ""しゅにん""}, {""word"": ""主役"", ""kana"": ""しゅやく""}, {""word"": ""主要"", ""kana"": ""しゅよう""}, {""word"": ""専業主婦"", ""kana"": ""せんぎょうしゅふ""}, {""word"": ""主観"", ""kana"": ""しゅかん""}]",章,齒,全清,虞,遇,,,上,0,,"[{""initial"": ""章"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""虞"", ""rhyme_category"": ""遇"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
丼,セイ,セイ|ショウ,どんぶり,,どんぶり,おやこどん|どんぶり|～どん,◆井戸、同「井」◆井戸の中に物を投げ入れた時の音◆[日]どんぶり◇大きめの陶製の碗、またそれにご飯を盛り具を載せた料理◇職人などの前掛けや腹掛けの前に付いている物入(ものいれ、ポケット),二ノ丿Ｉ｜丨井、丶丼,丶,井,13,1,4,5,jing,jing3,j,ing3,3,-ng,0,none,3,"[{""word"": ""親子丼"", ""kana"": ""おやこどん""}, {""word"": ""～丼"", ""kana"": ""～どん""}, {""word"": ""丼"", ""kana"": ""どんぶり""}]",精,齒,全清,清,梗,,開,上,0,,"[{""initial"": ""精"", ""initial_category"": ""齒"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""清"", ""rhyme_category"": ""梗"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""端"", ""initial_category"": ""舌"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""覃"", ""rhyme_category"": ""咸"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",2,gy,"[""呉/漢異"", ""通用""]","{""initial"": ""精"", ""rhyme"": ""清"", ""tone"": ""上"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""精"", ""rhyme"": ""清"", ""tone"": ""上"", ""grade"": null, ""openness"": ""開""}",1
乃,ダイ,ダイ|ナイ,すなわ・ち|なんじ|の,ナイ,,ないし,◆すなわ・ち、つまり～、要するに～、従って～、～であるから～、～して～、so、therefore、同「迺」◆汝(なんじ)、あなた、君、you◆[日]「の」「～の～」に当てる漢字、「の」は「乃」の草体から作られたひらがな、同「廼」,ノ丿フ𠃌２𠄎乃,丿,,14,1,1,2,nai,nai3,n,ai3,3,none,0,none,1,"[{""word"": ""乃至"", ""kana"": ""ないし""}]",泥,舌,次濁,咍,蟹,,,上,0,,"[{""initial"": ""泥"", ""initial_category"": ""舌"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""咍"", ""rhyme_category"": ""蟹"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""泥"", ""rhyme"": ""咍"", ""tone"": ""上"", ""grade"": null, ""openness"": null}","{""initial"": ""泥"", ""rhyme"": ""咍"", ""tone"": ""上"", ""grade"": null, ""openness"": null}",1
久,キュウ,キュウ|ク,ひさ・しい,キュウ|ク,ひさ・しい,えいきゅう|たいきゅうりょく|ひさしい|ひさしぶり,◆長い時間が経っている◆長い間同じような状態で続いている◆灸を据える、同「灸」,ク𠂊人久,丿,,14,1,2,3,jiu,jiu3,j,iu3,3,none,0,none,4,"[{""word"": ""久しぶり"", ""kana"": ""ひさしぶり""}, {""word"": ""永久"", ""kana"": ""えいきゅう""}, {""word"": ""耐久力"", ""kana"": ""たいきゅうりょく""}, {""word"": ""久しい"", ""kana"": ""ひさしい""}]",見,牙,全清,尤,流,,,上,0,,"[{""initial"": ""見"", ""initial_category"": ""牙"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""尤"", ""rhyme_category"": ""流"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
乏,ホウ,ホウ|ボウ,とぼ・しい,ボウ,とぼ・しい,きゅうぼう|けつぼう|とぼしい|びんぼう,◆貯(たくわ)えが底を突く、金や物や力が尽きる、同「匱」◆空(あ)く、空(から)になる◆矢を遮(さえぎ)る盾(たて)、また衝立(ついたて)¶「正」を左右に反転させた字で「本来の或いは普段・普通の状態や様子でない」の意,ノ丿え之乏,丿,之,14,1,3,4,fa,fa2,f,a2,2,none,1,-t,4,"[{""word"": ""窮乏"", ""kana"": ""きゅうぼう""}, {""word"": ""欠乏"", ""kana"": ""けつぼう""}, {""word"": ""乏しい"", ""kana"": ""とぼしい""}, {""word"": ""貧乏"", ""kana"": ""びんぼう""}]",並,脣,全濁,凡,咸,,,入,1,フ,"[{""initial"": ""並"", ""initial_category"": ""脣"", ""voicing"": ""全濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""凡"", ""rhyme_category"": ""咸"", ""tone"": ""入"", ""is_entering"": true, ""entering_coda_type"": ""フ"", ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""並"", ""rhyme"": ""凡"", ""tone"": ""入"", ""grade"": null, ""openness"": null}","{""initial"": ""並"", ""rhyme"": ""凡"", ""tone"": ""入"", ""grade"": null, ""openness"": null}",1
乗,ショウ,ショウ|ジョウ,の・る|の・せる,ジョウ,の・る|の・せる,いちばんのり|しじょう|じょうきゃく|じょうしゃ|とうじょう|のせる|のっとる|のりおくれる|のりかえ|のりかえる|のりきる|のりこえる|のりこし|のりこす|のりこむ|のりすごす|のりだす|のりもの|のる,◆高台(たかだい、周りからは一段と高く人や物が乗ることができるようなところ)に登(のぼ)る、馬や車・舟などの台(ダイ)に上(あ)がる◆(人が乗るための)馬や車・舟など(乗り物)◆よい機会を捕(と)らえ(上に乗って)これを利用する◆掛け算をする、掛け算◆車一台を馬四頭で引く馬車・兵車(ヘイシャ)、また広く乗り物を指す、同「𨍱」「𨌤」◆四つで一組になるもの、「【管子:卷一:乘馬】…一乘者四馬也…」◆史書、歴史書◆仏教の教えの一つ、「大乗」「小乗」,ノ丿十千木禾三乗,丿,,14,1,8,9,cheng,cheng2,ch,eng2,2,-ng,0,none,19,"[{""word"": ""乗る"", ""kana"": ""のる""}, {""word"": ""乗り換え"", ""kana"": ""のりかえ""}, {""word"": ""乗り換える"", ""kana"": ""のりかえる""}, {""word"": ""乗り物"", ""kana"": ""のりもの""}, {""word"": ""乗客"", ""kana"": ""じょうきゃく""}, {""word"": ""乗車"", ""kana"": ""じょうしゃ""}, {""word"": ""乗せる"", ""kana"": ""のせる""}, {""word"": ""乗り遅れる"", ""kana"": ""のりおくれる""}, {""word"": ""乗り越す"", ""kana"": ""のりこす""}, {""word"": ""乗り過ごす"", ""kana"": ""のりすごす""}]",船,齒,全濁,蒸,曾,,開,平,0,,"[{""initial"": ""船"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""蒸"", ""rhyme_category"": ""曾"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}, {""initial"": ""船"", ""initial_category"": ""齒"", ""voicing"": ""全濁"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""蒸"", ""rhyme_category"": ""曾"", ""tone"": ""去"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",2,gy,"[""呉/漢異"", ""呉/漢異""]","{""initial"": ""船"", ""rhyme"": ""蒸"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}","{""initial"": ""船"", ""rhyme"": ""蒸"", ""tone"": ""平"", ""grade"": null, ""openness"": ""開""}",1
乙,イツ,イツ|オツ|オチ,きのと|おと,オツ,,こうおつ,◆きのと、十干(ジッカン、甲・乙・丙・丁・戊・己・庚・辛・壬・癸)の二番目、「甲乙(コウオツ、一番目と二番目、順位や等級・優劣)」 ◆[日]幼い、若い、「乙女(おとめ)」◆おつ、部首名¶草木が地上に生え出ようとして体を曲げながら土を押し退けようとするさま(押さえ付けられていてまっすぐに伸びないさま)を象った字,乙,乙,,15,1,0,1,yi,yi3,y,i3,3,none,0,none,1,"[{""word"": ""甲乙"", ""kana"": ""こうおつ""}]",,,,,,,,,0,,,0,,,,,0
九,キュウ,キュウ|ク,ここの・つ,,ここの・つ,ここのか|ここのつ,◆数の名、大写字(「一」は「壹」・「二」は「貳」のような大文字のこと)は「玖」 ◆数が多いさま、最も大きい数、最後の数◆最後まで行き着くさま、奥深いさま、同「究」,ノ丿⺄九,乙,丿,15,1,1,2,jiu,jiu3,j,iu3,3,none,0,none,2,"[{""word"": ""九日"", ""kana"": ""ここのか""}, {""word"": ""九つ"", ""kana"": ""ここのつ""}]",見,牙,全清,尤,流,,,上,0,,"[{""initial"": ""見"", ""initial_category"": ""牙"", ""voicing"": ""全清"", ""openness"": null, ""grade"": null, ""rhyme"": ""尤"", ""rhyme_category"": ""流"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
乱,ラン,ラン,みだ・れる|みだ・す,ラン,みだ・れる|みだ・す,かきみだす|こんらん|はんらん|みだす|みだれる|らんぼう|らんよう,◆平穏でなくなる、均衡が失われ不安定になる、秩序がなくなる、ごちゃごちゃする、同「𢿢」◆ばらばらになる、脈絡(ミャクラク)がなくなる、訳が分からなくなる◆縺(もつ)れる、絡(から)み合う◆(乱れているものを)秩序ある状態にする、治(おさ)める、ごちゃごちゃしているものをすっきりさせる、同「𤔔」◆楽曲の纏(まと)めとなる最後の一章節,ノ丿十千口古舌Ｌ乚乙乱,乙,舌,15,1,6,7,luan,luan4,l,uan4,4,-n,0,none,8,"[{""word"": ""乱暴"", ""kana"": ""らんぼう""}, {""word"": ""混乱"", ""kana"": ""こんらん""}, {""word"": ""乱れる"", ""kana"": ""みだれる""}, {""word"": ""掻き乱す"", ""kana"": ""かきみだす""}, {""word"": ""反乱/叛乱"", ""kana"": ""はんらん""}, {""word"": ""反乱/叛乱"", ""kana"": ""はんらん""}, {""word"": ""乱す"", ""kana"": ""みだす""}, {""word"": ""濫用/乱用"", ""kana"": ""らんよう""}]",,,,,,,,,0,,,0,,,,,0
乳,ジュ,ジュ|ニュウ,ちち|ち,ニュウ,,ぎゅうにゅう,◆生まれたばかりの子を育てるために母親の体から分泌される液体、ミルクmilk、またそれに似た白くやや粘性のある液体、同「奶」「嬭」◆(母乳を必要とする)生まれたばかりの、幼い、小さい◆(乳状の)白い液体◆「乳房(ニュウボウ、ちぶさ)」「乳頭(ニュウトウ、ちくび)」の略、またそれに似た形のもの,ノ丿ツ⺍爪爫爫子孚Ｌ乚乳,乙,孚,15,1,7,8,ru,ru3,r,u3,3,none,0,none,1,"[{""word"": ""牛乳"", ""kana"": ""ぎゅうにゅう""}]",日,齒,次濁,虞,遇,,,上,0,,"[{""initial"": ""日"", ""initial_category"": ""齒"", ""voicing"": ""次濁"", ""openness"": null, ""grade"": null, ""rhyme"": ""虞"", ""rhyme_category"": ""遇"", ""tone"": ""上"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""divergent""}]",1,gy,"[""呉/漢異""]","{""initial"": ""日"", ""rhyme"": ""虞"", ""tone"": ""上"", ""grade"": null, ""openness"": null}","{""initial"": ""日"", ""rhyme"": ""虞"", ""tone"": ""上"", ""grade"": null, ""openness"": null}",1
乾,カン,カン|ケン|ゲン,かわ・く|かわ・かす|ほ・す|いぬい,カン,かわ・く|かわ・かす,かわかす|かわく|かんそう|かんぱい,◆いぬい、八卦(ハッカ、「乾・兌・離・震・巽・坎・艮・坤」)の一つ、方角は戌亥(いぬい、北西)、天・太陽・君(君主)・父・男性など強く盛んなものを象徴する ◆太陽が高く昇る◆(高く昇った太陽の)日差しに当たって水分が蒸発する、同簡「干」,十日早２𠦝ノ丿一𠂉乙乞乾,乙,10乾-乙,15,1,10,11,qian,qian2,q,ian2,2,-n,0,none,4,"[{""word"": ""乾く"", ""kana"": ""かわく""}, {""word"": ""乾かす"", ""kana"": ""かわかす""}, {""word"": ""乾燥"", ""kana"": ""かんそう""}, {""word"": ""乾杯"", ""kana"": ""かんぱい""}]",見,牙,全清,寒,山,,開,平,0,,"[{""initial"": ""見"", ""initial_category"": ""牙"", ""voicing"": ""全清"", ""openness"": ""開"", ""grade"": null, ""rhyme"": ""寒"", ""rhyme_category"": ""山"", ""tone"": ""平"", ""is_entering"": false, ""entering_coda_type"": null, ""source"": ""廣韻"", ""fanqie"": """", ""inferred_reading_type"": ""general""}]",1,gy,"[""通用""]",,,0
