kanji,onyomi,onyomi_all,kunyomi_all,onyomi_in_use,kunyomi_in_use,observed_readings,meaning,components,radical,non_radical_part,radical_cd,radical_strokes,non_radical_strokes,total_strokes,pinyin,pinyin_tone,pinyin_initial,pinyin_final,pinyin_tone_num,nasal_coda,is_entering_tone,entering_coda,word_count,sample_words
逶,イ,イ,,,,,◆「逶迤(イイ)」「逶迱(イイ、イタ)」、(まっすぐではなく)高く低く或いは右に左に緩(ゆる)やかに起伏・蛇行しながら延々(エンエン)と続くさま、また長々と延(の)びているさま、同「委蛇、㣦彵」「迤邐(イリ)」「邐迤、邐迆(リイ)」,ノ木禾女委え辶辶逶,辵,委,7h,4,8,12,wei,wei1,w,ei1,1,none,0,none,0,[]
逸,イツ,イツ|イチ,そ・れる|そ・らす|はや・る,イツ,そ・れる|そ・らす,いつざい|そらす|それる,◆逃(のが)れる、(指や網の隙間から、するりと)抜ける◆(収まっているべきところから、うっかり)外に出る、外(はず)れる◆枠を一段と超えている、抜きん出ている◆(枠に囚われずに)思いのままに振る舞うさま、気儘(きまま)なさま、同「劮」「𠡓」「妷」◆[日]はや・る、気持ちが急(せ)く¶「ウサギ(兔)が走って逃げる」の意,ク𠂊口ノ丿Ｌ乚儿免え辶辶逸,辵,免,7h,3,8,11,yi,yi4,y,i4,4,none,1,-k,3,"[{""word"": ""逸れる"", ""kana"": ""それる""}, {""word"": ""逸材"", ""kana"": ""いつざい""}, {""word"": ""逸らす"", ""kana"": ""そらす""}]"
逹,タツ,タツ|ダチ|タチ,,,,,◆道が滞(とどこお)ることなく通じる◆目的とするところまで行き着く、また届く◆目標としたことを成し遂げる◆物事の奥深くまで通じる、また理解する,土ソ丷一䒑二十干𢆉幸え辶辶逹,辵,幸,7h,4,8,12,da,da2,d,a2,2,none,1,-t,0,[]
逼,ヒョク,ヒョク|ヒキ|ヒツ,せま・る,,,,◆間近(まじか)まで近づく、間(あいだ)が狭まる、同「迫」「偪」◆強く迫る、強要する,一口田畐え辶辶逼,辵,畐,7h,4,9,13,bi,bi1,b,i1,1,none,1,-k,0,[]
逾,ユ,ユ,,,,,◆こちらと向こうを隔てているものを越えて行く、乗り越えて行く、同「踰」「越」◆限度や程度を越える、同「越」◆増々(ますます)、いよいよ、同「愈」「踰」,入一𠓛人𠆢亼月く𡿨２巜リ刂兪え辶辶逾,辵,兪,7h,4,9,13,yu,yu2,y,u2,2,none,1,-k,0,[]
遁,トン,トン|ドン|シュン|ジュン,のが・れる,,,,◆その場から逃(のが)れる、その場を離れ後ろへ(人の目が届かないところへ)退(しりぞ)く、同「遯」◆退いて身を隠(かく)す、(人の目に付かないように)隠れる◆「逡遁(シュンジュン)」、同「逡循」「逡巡」◇後退(あとずさ)りする◇進む(巡)べきか退く(逡)べきか迷うさま,ノ丿２十目𥃭盾え辶辶遁,辵,盾,7h,4,9,13,dun,dun4,d,un4,4,none,0,none,0,[]
遂,スイ,スイ|ズイ,と・げる|つい・に,,と・げる,とげる|なしとげる|やりとげる,◆行き止りのところまで辿り着く◆最後までやり通す、成し終える◆思いの通りにする、思い通りになる、同「㒸」◆つい・に、とうとう、最後に,ハ八ソ丷一䒑ノ３４彡く𧰨豕㒸え辶辶遂,辵,㒸,7h,3,9,12,sui,sui4,s,ui4,4,none,0,none,3,"[{""word"": ""遂げる"", ""kana"": ""とげる""}, {""word"": ""成し遂げる"", ""kana"": ""なしとげる""}, {""word"": ""遣り遂げる"", ""kana"": ""やりとげる""}]"
遅,チ,チ|ジ,おそ・い|おく・れる,チ,おそ・い|おく・れる,おくらせる|おくれ|おくれる|おそい|おそくとも|おそばん|ちえん|ちこく|ておくれ|のりおくれる,◆ゆっくりしたさま、次の動作までに時間が掛るさま◆ゆっくりと進む、鈍(のろ)い◆決まっている時間・期間の終わりの頃になる、またその頃を過ぎる◆決まっている時(瞬間・時間・時期など)に間に合わない,コノ丿尸羊𡱝え辶辶遅,辵,𡱝,7h,3,9,12,chi,chi2,ch,i2,2,none,0,none,10,"[{""word"": ""遅い"", ""kana"": ""おそい""}, {""word"": ""遅れる"", ""kana"": ""おくれる""}, {""word"": ""遅刻"", ""kana"": ""ちこく""}, {""word"": ""乗り遅れる"", ""kana"": ""のりおくれる""}, {""word"": ""遅らせる"", ""kana"": ""おくらせる""}, {""word"": ""遅れ"", ""kana"": ""おくれ""}, {""word"": ""遅くとも"", ""kana"": ""おそくとも""}, {""word"": ""遅番"", ""kana"": ""おそばん""}, {""word"": ""遅延"", ""kana"": ""ちえん""}, {""word"": ""手遅れ"", ""kana"": ""ておくれ""}]"
遇,グ,グ|グウ,あ・う,グ|グウ,,きょうぐう|たいぐう,◆期せずして(予め示し合せることなく)出会う、偶然出会(でくわ)す、巡(めぐ)り合う、「遭遇(ソウグウ)」◆巡(めぐ)り合せ、機会、「境遇(キョウグウ)」◆相手との親疎・上下などの関係に相応(ふさわ)しい接し方をする、「待遇(タイグウ)」,田甲冂ム厶禸禺え辶辶遇,辵,禺,7h,3,9,12,yu,yu4,y,u4,4,none,1,-k,2,"[{""word"": ""待遇"", ""kana"": ""たいぐう""}, {""word"": ""境遇"", ""kana"": ""きょうぐう""}]"
遉,テイ,テイ|チョウ,,,,,◆様子を探(さぐ)る、同「偵」◆[日]さすがに,ト⺊目ハ貝貞え辶辶遉,辵,貞,7h,4,9,13,zhen,zhen1,zh,en1,1,none,0,none,0,[]
遊,ユウ,ユウ|ユ,あそ・ぶ,ユウ|ユ,あそ・ぶ,あそび|あそぶ|ゆうえんち|ゆうきょう,◆同じところに留(とど)まらずにあちこち巡(めぐ)り歩く、あちこちに出向いて行く、同「游」◆気の向くままに楽しむ、同「游」◆互いに行き来して親しく交わる、同「游」、「交遊(コウユウ)」、同「交游」◆家を離れて他に行く(他に移り住む)、定住することなくあちこちと移り住む、同「游」、「遊民(ユウミン)」、同「游民」◆これといった職や役に就(つ)かない、同「游」、「遊民(ユウミン)」、同「游民」,亠万方ノ丿一𠂉子斿え辶辶遊,辵,斿,7h,3,9,12,you,you2,y,ou2,2,none,0,none,4,"[{""word"": ""遊ぶ"", ""kana"": ""あそぶ""}, {""word"": ""遊び"", ""kana"": ""あそび""}, {""word"": ""遊園地"", ""kana"": ""ゆうえんち""}, {""word"": ""遊興"", ""kana"": ""ゆうきょう""}]"
運,ウン,ウン,はこ・ぶ,ウン,はこ・ぶ,うん|うんえい|うんが|うんこう|うんそう|うんちん|うんてん|うんてんしゅ|うんどう|うんどうかい|うんどうじょう|うんぱん|うんよう|こううん|はこび|はこぶ|ふうん,◆場所や位置を移し変える、移動する、移転する、「運行(ウンコウ)」◆止(とど)まることなく位置や状況などが移り変わる、止(と)まらないように次へ次へと場所や位置を変える、「運動(ウンドウ)」◆次へ次へと位置を変えて一巡(イチジュン、ひとめぐ・り)する◆巡(めぐ)り合せ、定(さだ)め、「命運(メイウン、運命)」◆簡「运」,ワ冖車軍え辶辶運,辵,軍,7h,3,9,12,yun,yun4,y,un4,4,none,0,none,18,"[{""word"": ""運動会"", ""kana"": ""うんどうかい""}, {""word"": ""運動場"", ""kana"": ""うんどうじょう""}, {""word"": ""運転"", ""kana"": ""うんてん""}, {""word"": ""運転手"", ""kana"": ""うんてんしゅ""}, {""word"": ""運動"", ""kana"": ""うんどう""}, {""word"": ""運ぶ"", ""kana"": ""はこぶ""}, {""word"": ""運行"", ""kana"": ""うんこう""}, {""word"": ""運"", ""kana"": ""うん""}, {""word"": ""運河"", ""kana"": ""うんが""}, {""word"": ""幸運/好運"", ""kana"": ""こううん""}]"
遍,ヘン,ヘン,あまね・く,ヘン,,いっぺん|ふへんてき|～へん,◆広く隅々まで行き渡る、同「𨖠」「徧」◆あまね・く、広く漏れなく、隅々まで、同「徧」◆回数を数える語、同「徧」,、丶一コノ丿尸户戶戸冂十２卄冊𠕁扁え辶辶遍,辵,扁,7h,3,9,12,bian,bian4,b,ian4,4,none,0,none,3,"[{""word"": ""一遍"", ""kana"": ""いっぺん""}, {""word"": ""普遍的"", ""kana"": ""ふへんてき""}, {""word"": ""～遍"", ""kana"": ""～へん""}]"
過,カ,カ,す・ぎる|す・ごす|よぎ・る|あやま・ち|あやま・つ,カ,す・ぎる|す・ごす|あやま・ち|あやま・つ,あやまち|かげき|かこ|かこく|かしつ|かじょう|かそ|かてい|かはんすう|かびん|かほご|かみつ|けいか|すぎる|すごす|ちょうか|つうか|とおりすぎる|のりすごす|ゆきすぎる|～すぎ|～すぎる,◆度(ド、度合、節度、法度、限度、程度など)を越える(超える)◆度を越えて(超えて)しまう、誤(あやま)る◆時(とき、時代、時期、季節、月日、時間など)を通り越す、「過去(カコ)」,冂２「冎口咼え辶辶過,辵,咼,7h,3,9,12,guo,guo4,g,uo4,4,none,1,-k,22,"[{""word"": ""～過ぎ"", ""kana"": ""～すぎ""}, {""word"": ""過ぎる"", ""kana"": ""すぎる""}, {""word"": ""～過ぎる"", ""kana"": ""～すぎる""}, {""word"": ""過去"", ""kana"": ""かこ""}, {""word"": ""過ごす"", ""kana"": ""すごす""}, {""word"": ""通過"", ""kana"": ""つうか""}, {""word"": ""通り過ぎる"", ""kana"": ""とおりすぎる""}, {""word"": ""乗り過ごす"", ""kana"": ""のりすごす""}, {""word"": ""過失"", ""kana"": ""かしつ""}, {""word"": ""過剰"", ""kana"": ""かじょう""}]"
遏,アツ,アツ|アチ,,,,,◆止(と)める、遮(さえぎ)る、絶(た)やす,日曰ノ丿𠃌勹人Ｌ乚𠃊亾匃曷え辶辶遏,辵,曷,7h,4,9,13,e,e4,,e4,4,none,1,-k,0,[]
遐,カ,カ|ゲ,,,,,◆場所や時間が遠く離れているさま,コ口二コヌ又叚え辶辶遐,辵,叚,7h,4,9,13,xia,xia2,x,ia2,2,none,0,none,0,[]
遑,コウ,コウ|オウ,いとま,,,,◆暇(ひま)、暇があるさま、ゆとりがあるさま、同「偟」◆慌ただしく落ち着かないさま,日白王皇え辶辶遑,辵,皇,7h,4,9,13,huang,huang2,h,uang2,2,none,0,none,0,[]
遒,シュウ,シュウ|ジュ,,,,,◆迫る、間近に迫る、差し迫まる◆急(せ)かす、急(せ)き立てる◆多くのものが一か所に集まる、集まって固まる、引き締まる◆力強いさま,ハ八ソ丷西酉酋え辶辶遒,辵,酋,7h,4,9,13,qiu,qiu2,q,iu2,2,none,0,none,0,[]
道,トウ,トウ|ドウ,みち,ドウ,みち,おうだんほどう|かいどう|かえりみち|かたみち|かどう|きどう|けんどう|こうそくどうろ|ごんごどうだん|さどう|しょどう|じみち|じゅうどう|すいどう|すいどうすい|せきどう|ちかみち|つかいみち|てつどう|どうぐ|どうじょう|どうとく|どうりで|どうろ|ほどう|まわりみち|みち|みちじゅん|みちづれ|みちのり|みちばた|よこみち|～どう,◆出発地から目的地へ通じている路(みち)、人や動物などが往来する通り路、「道路(ドウロ)」、同「路」◆目的を達するための経路、手順や方法◆導(みちび)く、手引きする、同「導」◆人の行くべき(進むべき)方向、また採(と)るべき方法◆行政区画の名、唐代(618年～907年)には全国を十道に分け、清代(1644年～1912年)には省の下に道を置いた◆「道教(ドウキョウ)」、中国古来の宗教の一つ◆説(と)く、述べる、同「噵」,ソ丷一䒑目自𦣻首え辶辶道,辵,首,7h,3,9,12,dao,dao4,d,ao4,4,none,0,none,34,"[{""word"": ""横断歩道"", ""kana"": ""おうだんほどう""}, {""word"": ""花道/華道"", ""kana"": ""かどう""}, {""word"": ""花道/華道"", ""kana"": ""かどう""}, {""word"": ""茶道"", ""kana"": ""さどう""}, {""word"": ""書道"", ""kana"": ""しょどう""}, {""word"": ""道具"", ""kana"": ""どうぐ""}, {""word"": ""道"", ""kana"": ""みち""}, {""word"": ""高速道路"", ""kana"": ""こうそくどうろ""}, {""word"": ""柔道"", ""kana"": ""じゅうどう""}, {""word"": ""水道"", ""kana"": ""すいどう""}]"
達,タツ,タツ|ダチ|タチ,,タツ|ダチ|タチ,,じょうたつ|せんだって|そくたつ|たっしゃ|たっする|たっせい|たつじん|ちょうたつ|つうたつ|でんたつ|とうたつ|ともだち|はいたつ|はったつ|～たち,◆道が滞(とどこお)ることなく通じる◆目的とするところまで行き着く、また届く◆目標としたことを成し遂げる◆物事の奥深くまで通じる、また理解する◆[日]だち、たち、同類の複数の人◆簡「达」,土ソ丷一䒑三十羊𦍒え辶辶達,辵,𦍒,7h,3,9,12,da,da2,d,a2,2,none,1,-t,15,"[{""word"": ""～達"", ""kana"": ""～たち""}, {""word"": ""友達"", ""kana"": ""ともだち""}, {""word"": ""上達"", ""kana"": ""じょうたつ""}, {""word"": ""速達"", ""kana"": ""そくたつ""}, {""word"": ""伝達"", ""kana"": ""でんたつ""}, {""word"": ""発達"", ""kana"": ""はったつ""}, {""word"": ""達人"", ""kana"": ""たつじん""}, {""word"": ""達する"", ""kana"": ""たっする""}, {""word"": ""達成"", ""kana"": ""たっせい""}, {""word"": ""配達"", ""kana"": ""はいたつ""}]"
違,イ,イ,ちが・う|ちが・える|たが・う|たが・える,イ,ちが・う|ちが・える,いきちがう|いはん|いわかん|かんちがい|くいちがい|くいちがう|けたちがい|すれちがい|すれちがう|そうい|ちがい|ちがう|ちがえる|てちがい|ばちがい|まちがい|まちがう|まちがえる|みちがえる,◆背(せ)を向ける、背を向け去る、背(そむ)く◆あるべき形や様子と異なる、また反している、また合っていない◆守るべきものを守らない、従(したが)わない,ユ𫝀口一ＬＩ｜丨ヰ㐄韋え辶辶違,辵,韋,7h,3,9,12,wei,wei2,w,ei2,2,none,0,none,19,"[{""word"": ""違う"", ""kana"": ""ちがう""}, {""word"": ""違い"", ""kana"": ""ちがい""}, {""word"": ""間違う"", ""kana"": ""まちがう""}, {""word"": ""間違える"", ""kana"": ""まちがえる""}, {""word"": ""違反"", ""kana"": ""いはん""}, {""word"": ""間違い"", ""kana"": ""まちがい""}, {""word"": ""勘違い"", ""kana"": ""かんちがい""}, {""word"": ""桁違い"", ""kana"": ""けたちがい""}, {""word"": ""擦れ違い"", ""kana"": ""すれちがい""}, {""word"": ""擦れ違う"", ""kana"": ""すれちがう""}]"
遖,,,あっぱれ,,,,◆[日]見事なさま、際立って素晴らしいさま,十冂ソ丷一䒑二十干𢆉南え辶辶遖,辵,南,7h,4,9,13,nan,nan2,n,an2,2,none,0,none,0,[]
遘,コウ,コウ|ク,,,,,◆出合う、出会う,三十𠀎冂土冉再冓え辶辶遘,辵,冓,7h,4,10,14,gou,gou4,g,ou4,4,none,0,none,0,[]
遙,ヨウ,ヨウ,はる・か,,,,◆どこまでもどこまでも続いているさま、遠く遠く離れているさま◆ゆらゆらと動く、ぶらぶらする◆「逍遥(ショウヨウ)」◇思いのままにあちこち歩き回る◇思いのままにゆったりとしたさま,タ夕、丶ノ丿一𠂉二十干山缶䍃え辶辶遙,辵,䍃,7h,4,10,14,yao,yao2,y,ao2,2,none,0,none,0,[]
遜,ソン,ソン,へりくだ・る,ソン,へりくだ・る,けんそん|へりくだる,◆へりくだ・る、他を敬って自ら一歩退(ひ)く、自ら一歩退(しりぞ)き控え目に振る舞う◆自ら地位などを退(しりぞ)き他に譲る◆逃(のが)れ身を隠す、同「遁」,子ノ糸系孫え辶辶遜,辵,孫,7h,4,10,14,xun,xun4,x,un4,4,none,0,none,2,"[{""word"": ""謙遜"", ""kana"": ""けんそん""}, {""word"": ""謙る/遜る"", ""kana"": ""へりくだる""}]"
遞,テイ,テイ|ダイ,,,,,◆次へ次へと、代わる代わるに、次々に、順々に、順繰(じゅんぐ)りに、同「𨔛」◆次第に、だんだんに,ノ丿２𠂆ト⺊卜フ乛七虍Ｌ乚儿虎３４虒え辶辶遞,辵,虒,7h,4,10,14,di,di4,d,i4,4,none,1,-k,0,[]
遠,エン,エン|オン,とお・い,エン,とお・い,えいえん|えんそく|えんぽう|えんりょ|けいえん|とおい|とおく|とおざかる|とおまわり|ぶえんりょ|ぼうえんきょう|まちどおしい,◆場所や時間などが遥(はる)かに離れている、間(あいだ)が大きく空(あ)いている◆間を離す、大きく空ける◆関係が薄い,土士口𠮷吉ノ丿２レ𧘇衣袁え辶辶遠,辵,袁,7h,3,10,13,yuan,yuan3,y,uan3,3,none,0,none,12,"[{""word"": ""遠足"", ""kana"": ""えんそく""}, {""word"": ""遠い"", ""kana"": ""とおい""}, {""word"": ""遠慮"", ""kana"": ""えんりょ""}, {""word"": ""遠く"", ""kana"": ""とおく""}, {""word"": ""永遠"", ""kana"": ""えいえん""}, {""word"": ""望遠鏡"", ""kana"": ""ぼうえんきょう""}, {""word"": ""遠方"", ""kana"": ""えんぽう""}, {""word"": ""敬遠"", ""kana"": ""けいえん""}, {""word"": ""遠ざかる"", ""kana"": ""とおざかる""}, {""word"": ""遠回り"", ""kana"": ""とおまわり""}]"
遡,ソ,ソ|ス,さかのぼ・る,,さかのぼ・る,さかのぼる,◆水や時間・物事などの本来の流れとは逆方向に進む、上流に向かって進む、同「溯」◆源(みなもと、流れや物事の始まるところ)に向かって行く◆訴(うった)える、告げる、同「愬」「訴」,ソ丷一䒑凵山ノ丿屮屰月朔え辶辶遡,辵,朔,7h,4,10,14,su,su4,s,u4,4,none,1,-k,1,"[{""word"": ""遡る/溯る"", ""kana"": ""さかのぼる""}]"
遣,ケン,ケン,つか・わす|つか・う|や・る|よこ・す,ケン,や・る,おもいやり|きづかう|こころづかい|こづかい|ことばづかい|はけん|むだづかい|やっつける|やってのける|やられる|やりくり|やりこなす|やりとおす|やりとげる|やりとり|やりなおす|やるき,◆人を行かせる、差し向ける、「派遣(ハケン)」◆追いやる、追い払う◆人や物を送る◆死者を葬(ほうむ)る際に共に埋葬する副葬品、「遣車(ケンシャ、副葬品を載せる車)」◆～させる,口Ｉ｜丨中一𠀐コ２㠯𠳋え辶辶遣,辵,𠳋,7h,3,10,13,qian,qian3,q,ian3,3,none,0,none,17,"[{""word"": ""言葉遣い"", ""kana"": ""ことばづかい""}, {""word"": ""小遣い"", ""kana"": ""こづかい""}, {""word"": ""無駄遣い"", ""kana"": ""むだづかい""}, {""word"": ""遣り取り"", ""kana"": ""やりとり""}, {""word"": ""遣り直す"", ""kana"": ""やりなおす""}, {""word"": ""遣る気"", ""kana"": ""やるき""}, {""word"": ""心遣い"", ""kana"": ""こころづかい""}, {""word"": ""派遣"", ""kana"": ""はけん""}, {""word"": ""遣っ付ける"", ""kana"": ""やっつける""}, {""word"": ""遣られる"", ""kana"": ""やられる""}]"
遥,ヨウ,ヨウ,はる・か,,はる・か,はるか,◆どこまでもどこまでも続いているさま、遠く遠く離れているさま◆ゆらゆらと動く、ぶらぶらする◆「逍遥(ショウヨウ)」◇思いのままにあちこち歩き回る◇思いのままにゆったりとしたさま,ノ丿ツ⺍爪爫爫二十干凵山𠙻え辶辶遥,辵,09揺-扌,7h,3,9,12,yao,yao2,y,ao2,2,none,0,none,1,"[{""word"": ""遥か"", ""kana"": ""はるか""}]"
遨,ゴウ,ゴウ,,,,,◆ぶらぶらと気儘(きまま)に歩き回る,士土亠万方ノ丿一𠂉メヌ又攵敖え辶辶遨,辵,敖,7h,4,11,15,ao,ao2,,ao2,2,none,0,none,0,[]
適,テキ,テキ|セキ|シャク,かな・う|あた・う,テキ,かな・う,かいてき|かなう|さいてき|てきおう|てきかく|てきぎ|てきする|てきせい|てきせつ|てきとう|てきど|てきよう,◆(目的とする方に向かって)往く、(目的とする方に)向かう◆向かう方向が目的に合っている、意に沿(そ)っている、相応(ふさわ)しい◆(ちょうど合っていて、自分の思いの通りで)心地よい◆たまたま、思い掛けずに、偶然に◆血筋の繋(つな)がった、正統な、同「嫡」◆嫁に出る◆簡「适」,亠ソ丷立冂十口古啇え辶辶適,辵,啇,7h,3,11,14,shi,shi4,sh,i4,4,none,1,-k,12,"[{""word"": ""適当"", ""kana"": ""てきとう""}, {""word"": ""最適"", ""kana"": ""さいてき""}, {""word"": ""適度"", ""kana"": ""てきど""}, {""word"": ""快適"", ""kana"": ""かいてき""}, {""word"": ""的確/適確"", ""kana"": ""てきかく""}, {""word"": ""適する"", ""kana"": ""てきする""}, {""word"": ""適切"", ""kana"": ""てきせつ""}, {""word"": ""適用"", ""kana"": ""てきよう""}, {""word"": ""適う"", ""kana"": ""かなう""}, {""word"": ""適応"", ""kana"": ""てきおう""}]"
遭,ソウ,ソウ,あ・う,ソウ,あ・う,あう|そうなん,◆(人や事態に)出会(でくわ)す、出合う、巡(めぐ)り合う、「遭遇(ソウグウ)」、同「傮」◆周(めぐ)る、一回(ひとまわ)りする、周(まわ)りをぐるりと囲む、取り囲む,一十２日曰曲日曹え辶辶遭,辵,曹,7h,3,11,14,zao,zao1,z,ao1,1,none,0,none,2,"[{""word"": ""遭う"", ""kana"": ""あう""}, {""word"": ""遭難"", ""kana"": ""そうなん""}]"
遮,シャ,シャ,さえぎ・る,シャ,,しゃだん,◆寄ってくるものを止(とど)める、そこから先に行かせない、通さない◆覆って中に入ってこないようにする,广十２廿、丶４灬庶え辶辶遮,辵,庶,7h,3,11,14,zhe,zhe1,zh,e1,1,none,1,-k,1,"[{""word"": ""遮断"", ""kana"": ""しゃだん""}]"
遯,トン,トン|ドン,,,,,◆逃(に)げる、逃げ隠れる、同「𦟥」「𨔡」◆その場を離れ後ろへ(人の目が届かないところへ)退(しりぞ)く、退いて身を隠(かく)す、「𦟥」「遁」◆六十四卦(ロクジョウシケ、ロクジョウシカ)の一つで「乾」「艮」を組み合わせたもの ,月一ノ３４彡く𧰨豕豚え辶辶遯,辵,豚,7h,4,11,15,dun,dun4,d,un4,4,none,0,none,0,[]
遲,チ,チ|ジ,おそ・い|おく・れる,,,,◆ゆっくりしたさま、次の動作までに時間が掛るさま◆ゆっくりと進む、鈍(のろ)い◆決まっている時間・期間の終わりの頃になる、またその頃を過ぎる◆決まっている時(瞬間・時間・時期など)に間に合わない,コノ丿尸ニ二２ンくＩ｜丨牛犀え辶辶遲,辵,犀,7h,4,12,16,chi,chi2,ch,i2,2,none,0,none,0,[]
遵,シュン,シュン|ジュン,したが・う,,,,◆歩むべき道筋に沿って行く、先例や決まりなどの頼(たよ)りとすべきものに従う,ハ八ソ丷西酉酋十、丶寸尊え辶辶遵,辵,尊,7h,3,12,15,zun,zun1,z,un1,1,none,0,none,0,[]
遶,ジョウ,ジョウ|ニョウ,,,,,◆ぐるりと回る、周りを回る、同「繞」◆遠回りをする、迂回する、同「繞」,土３垚一ノ丿Ｌ乚儿兀堯え辶辶遶,辵,堯,7h,4,12,16,rao,rao4,r,ao4,4,none,0,none,0,[]
遷,セン,セン,うつ・る|うつ・す,セン,,へんせん,◆今の場所・地位から高い場所・地位に移る、また移す、上(のぼ)る、同「䙴」「拪」、「左遷(サセン、低い地位に移す、左は逆・下位の意)」◆今の場所から他の場所に移る、また移す、移る、「遷徙(センシ)」、同「徙」「移」◆位置・場所・状況が変わる、移り変わる,西覀大䙲フ𠃌Ｌ乚㔾コ匚己巳䙴え辶辶遷,辵,䙴,7h,3,12,15,qian,qian1,q,ian1,1,none,0,none,1,"[{""word"": ""変遷"", ""kana"": ""へんせん""}]"
選,セン,セン,えら・ぶ|え・る|よ・る,セン,えら・ぶ|え・る|よ・る,えらぶ|せんきょ|せんこう|せんしゅ|せんたく|せんてい|ちゅうせん|とうせん|よせん,◆多くのものを基準に従って仕分ける、また仕分けて目的のものを抜き出す、「選択(センタク)」「選抜(センバツ)」、同「撰」◆仕分け抜き出したものを纏(まと)めたもの、「選集(センシュウ、幾つかの作品の中から選び纏めた書物、作品集)」◆「少選(ショウセン)」、暫(しば)し、少しの間,コ匚Ｌ乚己巳２十２艹一龷ハ八共巽え辶辶選,辵,巽,7h,3,12,15,xuan,xuan3,x,uan3,3,none,0,none,9,"[{""word"": ""選ぶ"", ""kana"": ""えらぶ""}, {""word"": ""選手"", ""kana"": ""せんしゅ""}, {""word"": ""選挙"", ""kana"": ""せんきょ""}, {""word"": ""選択"", ""kana"": ""せんたく""}, {""word"": ""選定"", ""kana"": ""せんてい""}, {""word"": ""予選"", ""kana"": ""よせん""}, {""word"": ""選考"", ""kana"": ""せんこう""}, {""word"": ""抽選"", ""kana"": ""ちゅうせん""}, {""word"": ""当選"", ""kana"": ""とうせん""}]"
遺,イ,イ|ユイ,のこ・す,イ,,いかん|いき|いさん|いせき,◆置いたままにする、置いたままにして去る、「遺失(イシツ)」◆(なくなった)後も残る、後に残る、また残す、「遺産(イサン)」◆取り残す、取り漏(も)らす、漏れ落ちる◆小便を漏らす◆贈る、与える,口Ｉ｜丨中一𠀐目ハ貝貴え辶辶遺,辵,貴,7h,3,12,15,yi,yi2,y,i2,2,none,0,none,4,"[{""word"": ""遺産"", ""kana"": ""いさん""}, {""word"": ""遺憾"", ""kana"": ""いかん""}, {""word"": ""遺棄"", ""kana"": ""いき""}, {""word"": ""遺跡"", ""kana"": ""いせき""}]"
遼,リョウ,リョウ,,,,,◆遥か遠いさま、遥か遠くまで続くさま◆宋代の王朝名、916年～1125年、別名「大遼(タイリョウ)」 ◆遼寧(リョウネイ)省の略称 ,大ソ丷火𡗜昚日小𣌢尞え辶辶遼,辵,尞,7h,3,12,15,liao,liao2,l,iao2,2,none,0,none,0,[]
遽,キョ,キョ|ゴ,あわただ・しい|にわか,,,,◆宿ごとに配置した急ぎの手紙や人を継ぎ運ぶ馬、同「𩥆」◆慌ただしいさま、急なさま、はっとするさま、同「蘧」,ト⺊フ乛ノ丿七虍一３４彡く𧰨豕豦え辶辶遽,辵,豦,7h,4,13,17,ju,ju4,j,u4,4,none,1,-k,0,[]
避,ヒ,ヒ|ビ,さ・ける|よ・ける,ヒ,さ・ける|よ・ける,かいひ|さける|とうひ|ひなん|ふかひ|よける|～よけ,◆障害となるものに当たらないような位置・場所に移動する、当たらないように身を躱(かわ)す、身を逸(そ)らす、同「辟」、「迴避、回避(カイヒ)」◆中心から去る、退く、遠ざかる,コノ丿尸口𡰪立十干辛辟え辶辶避,辵,辟,7h,3,13,16,bi,bi4,b,i4,4,none,1,-k,7,"[{""word"": ""避ける"", ""kana"": ""さける""}, {""word"": ""逃避"", ""kana"": ""とうひ""}, {""word"": ""～避け/除け"", ""kana"": ""～よけ""}, {""word"": ""避ける"", ""kana"": ""よける""}, {""word"": ""回避"", ""kana"": ""かいひ""}, {""word"": ""避難"", ""kana"": ""ひなん""}, {""word"": ""不可避"", ""kana"": ""ふかひ""}]"
邀,ヨウ,ヨウ,,,,,◆招いた客を途中まで出て迎える◆待ち受ける、「邀撃(ヨウゲキ、相手を待ち受けて撃つ)」◆求める、「邀請(ヨウセイ、来てくれるよう請う、招く)」,日白亠万方ノ丿一𠂉メヌ又攵敫え辶辶邀,辵,敫,7h,4,13,17,yao,yao1,y,ao1,1,none,0,none,0,[]
邁,バイ,バイ|マイ|メ,,,,,◆後ろを振り向くことなくどんどん前に進んで行く、遠くへ行ってしまう◆過ぎて行く、過ぎ去る◆老いる、年を取る,サ十２艹艹艹田甲冂ム厶禸禺萬え辶辶邁,辵,萬,7h,4,12,16,mai,mai4,m,ai4,4,none,0,none,0,[]
邂,カイ,カイ|ゲ,,,,,◆「邂逅(カイコウ)」、思い掛けなく出会う,ク𠂊用角刀牛解え辶辶邂,辵,解,7h,4,13,17,xie,xie4,x,ie4,4,none,1,-t,0,[]
邃,スイ,スイ,,,,,◆奥深いさま、深遠なさま,ウ宀ハ八穴ハ八ソ丷一䒑ノ３４彡く𧰨豕㒸遂え辶辶邃,辵,,7h,4,14,18,sui,sui4,s,ui4,4,none,0,none,0,[]
